,genre,testtrainval
91088,Electronic,training
91089,Electronic,training
91092,Rock,training
91093,Rock,training
91098,Folk,training
91102,Folk,training
91130,Experimental,training
91157,Pop,training
91158,Pop,training
91159,Pop,training
91160,Pop,training
91161,Pop,training
91162,Pop,training
91163,Pop,training
91164,Pop,training
91170,Folk,validation
91177,International,training
91178,International,training
91179,International,training
91181,International,training
91182,International,training
91183,International,training
91184,International,training
91185,International,training
91186,International,training
91187,International,training
91205,Rock,training
91228,Folk,training
91238,Folk,training
91306,Hip-Hop,training
91309,Hip-Hop,training
91312,Hip-Hop,training
91315,Hip-Hop,training
91317,Hip-Hop,training
91318,Hip-Hop,training
91319,Hip-Hop,training
91329,Rock,training
91349,Pop,training
91443,Folk,training
91455,Rock,training
91458,Rock,training
91459,Rock,training
91468,Pop,test
91471,Pop,test
91619,Electronic,training
91620,Electronic,training
91621,Electronic,training
91622,Electronic,training
91623,Electronic,training
91624,Electronic,training
91625,Electronic,training
91755,Electronic,training
91788,Folk,training
91790,Folk,training
91791,Folk,training
91793,Folk,training
91796,Folk,training
91797,Folk,training
91851,Rock,training
91868,Rock,training
91869,Rock,training
91894,Experimental,training
91897,Experimental,training
91899,Experimental,training
91900,Experimental,training
91933,Folk,training
91934,Folk,training
91936,Folk,training
91937,Folk,training
91938,Folk,training
91958,Folk,training
91960,International,training
92124,Pop,training
92125,Pop,training
92129,Pop,training
92130,Pop,training
92131,Pop,training
92206,International,training
92275,Electronic,training
92282,Electronic,training
92283,Electronic,training
92284,Electronic,training
92292,Folk,training
92366,Electronic,test
92466,Electronic,training
92508,Rock,training
92535,Folk,training
92536,Folk,training
92538,Folk,training
92539,Folk,training
92540,Folk,training
92546,Electronic,training
92548,Electronic,training
92549,Electronic,validation
92551,Electronic,training
92554,Electronic,training
92556,Electronic,training
92561,Electronic,training
92562,Electronic,training
92564,Electronic,training
92565,Experimental,training
92573,Experimental,training
92574,Experimental,training
92868,Rock,training
92872,Experimental,training
92873,Experimental,training
92874,Experimental,training
92878,Experimental,training
92881,Experimental,training
92885,Experimental,training
92886,Experimental,training
92887,Experimental,training
92888,Experimental,training
92889,Experimental,training
92947,Instrumental,training
92948,Instrumental,training
92949,Instrumental,training
92950,Instrumental,training
92951,Instrumental,training
92952,Instrumental,training
92953,Instrumental,training
92954,Instrumental,training
92955,Instrumental,training
93074,Folk,validation
93075,Folk,validation
93076,Folk,validation
93363,Electronic,training
93364,Electronic,training
93518,Electronic,test
93519,Electronic,test
93520,Electronic,test
93521,Electronic,test
93522,Electronic,test
93523,Electronic,test
93704,Folk,training
93710,Folk,training
93712,Folk,training
93716,Folk,training
93727,Electronic,training
93867,Rock,training
93868,Rock,training
93915,Instrumental,training
93917,Instrumental,training
93918,Instrumental,training
93919,Instrumental,training
93920,Instrumental,training
93921,Instrumental,training
93940,Electronic,training
93941,Electronic,training
93942,Pop,training
93943,Pop,training
93944,Pop,training
93950,Rock,validation
93956,Rock,validation
93981,International,training
93983,Rock,validation
93985,Rock,validation
93986,Rock,validation
94026,Rock,training
94033,Instrumental,training
94034,Instrumental,training
94035,Instrumental,training
94036,Instrumental,training
94037,Instrumental,training
94038,Instrumental,training
94039,Instrumental,training
94093,Rock,test
94099,Rock,test
94101,Rock,test
94102,Rock,test
94263,Electronic,training
94348,Rock,training
94411,Electronic,training
94414,Electronic,training
94415,Electronic,training
94419,Rock,training
94422,Folk,training
94423,Pop,training
94426,Hip-Hop,training
94449,Hip-Hop,training
94465,Hip-Hop,training
94467,Hip-Hop,training
94468,Hip-Hop,training
94628,Pop,training
94630,Pop,training
94631,Pop,training
94632,Pop,training
94634,Pop,training
94635,Pop,training
94638,Pop,training
94803,Electronic,test
95189,Experimental,training
95231,Rock,training
95248,Rock,training
95249,Rock,training
95250,Rock,training
95251,Rock,training
95308,Rock,training
95309,Rock,training
95310,Rock,training
95452,Instrumental,training
95486,Pop,test
95506,Rock,training
95535,Rock,test
95564,Experimental,training
95722,Instrumental,training
95724,Instrumental,training
95725,Instrumental,training
95726,Instrumental,training
95727,Instrumental,training
95908,Hip-Hop,training
95910,Hip-Hop,training
95911,Hip-Hop,training
95912,Hip-Hop,training
95914,Hip-Hop,training
95915,Hip-Hop,training
96166,International,training
96167,International,training
96168,International,training
96169,International,training
96399,Rock,training
96400,Rock,training
96401,Rock,training
96402,Rock,training
96403,Rock,training
96408,Rock,training
96560,Rock,validation
96627,Experimental,training
96657,Hip-Hop,training
96675,Hip-Hop,training
96678,Hip-Hop,training
96692,Folk,training
96693,Folk,training
96694,Folk,training
96695,Folk,training
96696,Folk,training
96697,Folk,training
96698,Folk,training
96699,Folk,training
96718,Rock,training
96726,Folk,training
96728,Folk,training
96729,Folk,training
96730,Folk,training
96731,Folk,training
96738,International,validation
96742,International,validation
96743,International,validation
96759,Rock,validation
96898,Experimental,training
96900,Experimental,training
96901,Experimental,training
96902,Experimental,training
96935,Rock,training
96936,Rock,training
96944,Pop,training
96945,Pop,training
96946,Pop,training
97037,Hip-Hop,training
97041,Hip-Hop,training
97043,Hip-Hop,training
97211,Folk,training
97215,Folk,training
97216,Folk,training
97279,Instrumental,training
97283,Instrumental,training
97285,Instrumental,training
97286,Rock,test
97373,Experimental,training
97374,Experimental,training
97393,Electronic,training
97404,Electronic,training
97406,Experimental,training
97407,Experimental,training
97424,Electronic,training
97540,Electronic,training
97542,Electronic,training
97544,Electronic,training
97545,Electronic,training
97547,Electronic,training
97548,Electronic,training
97568,Hip-Hop,training
97569,Hip-Hop,training
97570,Hip-Hop,training
97585,Folk,training
97586,Folk,training
97587,Folk,training
97588,Folk,training
97589,Folk,training
97590,Folk,training
97690,Rock,training
97691,Hip-Hop,training
97692,Hip-Hop,training
97697,Hip-Hop,training
97793,Experimental,training
97794,Experimental,training
97813,Experimental,training
97814,Experimental,training
97841,Experimental,training
97844,Electronic,training
97845,Electronic,training
97846,Electronic,training
97847,Electronic,training
97848,Electronic,training
97886,Rock,training
97887,Rock,training
97894,Rock,training
97940,Electronic,training
97958,Electronic,training
97959,Electronic,training
97960,Electronic,training
97961,Electronic,training
97962,Electronic,training
97980,Hip-Hop,training
97986,Hip-Hop,training
97987,Hip-Hop,training
97988,Hip-Hop,training
97989,Hip-Hop,training
98025,Rock,validation
98026,International,validation
98028,International,validation
98031,International,validation
98077,Rock,test
98202,Electronic,training
98203,Electronic,training
98204,Electronic,training
98205,Electronic,training
98206,Electronic,training
98227,Electronic,training
98228,Electronic,training
98229,Experimental,validation
98235,Instrumental,training
98236,Instrumental,training
98237,Instrumental,training
98238,Instrumental,training
98251,Rock,training
98297,Rock,training
98298,International,test
98299,International,test
98300,International,test
98301,International,test
98302,International,test
98339,International,training
98346,International,test
98348,International,test
98349,International,test
98547,Hip-Hop,validation
98548,Hip-Hop,validation
98549,Hip-Hop,validation
98550,Hip-Hop,validation
98551,Hip-Hop,validation
98552,Hip-Hop,validation
98553,Hip-Hop,validation
98554,Hip-Hop,validation
98555,Hip-Hop,validation
98556,Hip-Hop,validation
98557,Hip-Hop,validation
98565,Hip-Hop,training
98567,Hip-Hop,training
98569,Hip-Hop,training
98573,Hip-Hop,training
98574,Hip-Hop,training
98575,Hip-Hop,training
98576,Hip-Hop,training
98577,Hip-Hop,training
98578,Hip-Hop,training
98579,Hip-Hop,training
98580,Hip-Hop,training
98581,Hip-Hop,training
98582,Hip-Hop,training
98583,Hip-Hop,training
98584,Hip-Hop,training
98585,Hip-Hop,training
98613,Hip-Hop,training
98617,Hip-Hop,training
98618,Hip-Hop,training
98619,Hip-Hop,training
98620,Hip-Hop,training
98621,Hip-Hop,training
98622,Hip-Hop,training
98623,Hip-Hop,training
98624,Hip-Hop,training
98625,Hip-Hop,training
98626,Hip-Hop,training
98627,Hip-Hop,training
98628,Hip-Hop,training
98655,International,validation
98656,International,validation
98657,International,validation
98666,International,validation
98667,International,validation
98668,International,validation
98669,International,validation
98670,International,validation
98671,International,validation
98680,International,training
98681,International,training
98701,Rock,training
98770,Electronic,training
98838,Electronic,training
99041,Electronic,training
99093,Hip-Hop,test
99095,Hip-Hop,test
99096,Hip-Hop,test
99134,Electronic,training
99135,Electronic,training
99214,Experimental,training
99260,Rock,training
99261,Electronic,training
99274,Experimental,training
99311,Electronic,training
99313,Electronic,training
99345,Rock,training
99361,International,training
99362,International,training
99363,International,training
99364,International,training
99368,International,training
99369,International,training
99370,International,training
99371,International,training
99372,International,training
99373,International,training
99374,International,training
99375,International,training
99389,International,training
99390,International,training
99391,International,training
99392,International,training
99393,International,training
99394,International,training
99395,International,training
99411,Rock,training
99419,Rock,training
99436,Rock,training
99437,Rock,training
99438,Rock,training
99439,Rock,training
99440,Rock,training
99441,Rock,training
99442,Rock,training
99501,Hip-Hop,training
99703,Electronic,training
99704,Electronic,training
99707,Electronic,training
100478,Hip-Hop,training
100479,Hip-Hop,training
100480,Hip-Hop,training
100497,Electronic,training
100522,Electronic,validation
100535,Electronic,training
100536,Electronic,training
100544,Electronic,training
100549,Electronic,training
100550,Electronic,training
100552,Electronic,training
100745,Electronic,training
100799,Rock,training
100802,Rock,training
100835,Electronic,training
100949,Hip-Hop,training
100958,Hip-Hop,training
100959,Hip-Hop,training
100972,Electronic,training
100973,Electronic,training
100975,Electronic,training
100976,Electronic,training
101111,International,training
101112,International,training
101116,International,training
101118,International,training
101119,International,training
101864,Experimental,training
101868,Experimental,training
101873,Experimental,training
101893,Experimental,training
101951,Rock,test
102092,Experimental,training
102112,Experimental,validation
102114,Experimental,validation
102195,Rock,training
103518,Instrumental,test
103519,Instrumental,test
103520,Instrumental,test
103521,Instrumental,test
103522,Instrumental,test
103523,Instrumental,test
103600,Electronic,training
103800,Hip-Hop,training
103808,Hip-Hop,training
104008,Folk,training
104009,Folk,training
104010,Folk,training
104062,Rock,training
104063,Rock,training
104064,Pop,training
104065,Pop,training
104066,Pop,training
104067,Pop,training
104068,Pop,training
104086,Rock,training
104227,Rock,validation
104276,Electronic,training
104277,Electronic,training
104278,Electronic,training
104279,Electronic,training
104282,Electronic,training
104283,Electronic,training
104284,Electronic,training
104356,Folk,training
104357,Folk,training
104434,Experimental,test
104625,Experimental,training
104668,Rock,validation
104724,Experimental,training
104725,Experimental,training
104779,Pop,validation
104780,Pop,validation
105022,Experimental,training
105119,Rock,training
105141,Rock,test
105142,Rock,training
105144,Rock,test
105145,Rock,training
105196,Folk,training
105408,Electronic,training
105411,Electronic,training
105412,Electronic,training
105413,Electronic,training
105414,Electronic,training
105443,Hip-Hop,training
105450,Hip-Hop,training
105451,Hip-Hop,training
105662,Electronic,training
105664,Electronic,training
105670,Electronic,training
105671,Electronic,training
105672,Electronic,training
105673,Electronic,training
105674,Electronic,training
105682,Rock,training
105683,Hip-Hop,training
105685,Hip-Hop,training
105712,Folk,training
105713,Folk,training
105714,Folk,training
105715,Folk,training
105716,Folk,training
105717,Folk,training
105718,Folk,training
105719,Experimental,training
105720,Experimental,training
105722,Experimental,training
105824,Hip-Hop,training
105825,Hip-Hop,training
105826,Hip-Hop,training
105827,Hip-Hop,training
105887,Folk,training
105890,Folk,training
105912,Rock,training
105914,Folk,training
105915,Folk,training
105916,Folk,training
105917,Folk,training
105918,Folk,training
105919,Folk,training
105920,Folk,training
106274,Rock,training
106277,Rock,training
106339,Folk,training
106342,Folk,training
106343,Folk,training
106456,Folk,training
106457,Folk,training
106458,Folk,training
106463,Rock,training
106465,Rock,training
106502,Instrumental,training
106522,Experimental,training
106562,Rock,training
106563,Rock,training
106564,Rock,training
106566,Rock,training
106567,Rock,training
106568,Rock,training
106569,Rock,training
106570,Rock,training
106571,Rock,training
106629,Instrumental,test
106872,Rock,test
106876,Rock,test
106877,Rock,test
106937,Folk,training
106948,Rock,validation
106951,Rock,validation
106952,Rock,validation
106953,Rock,training
106954,Rock,training
106955,Rock,training
106956,Rock,training
107020,Hip-Hop,training
107021,Hip-Hop,training
107025,Hip-Hop,training
107027,Hip-Hop,training
107028,Hip-Hop,training
107029,Hip-Hop,training
107030,Hip-Hop,training
107031,Hip-Hop,training
107046,Pop,validation
107047,Pop,validation
107048,Pop,validation
107049,Pop,validation
107050,Pop,validation
107101,Rock,training
107125,Electronic,training
107126,Electronic,training
107127,Electronic,training
107128,Electronic,training
107129,Electronic,training
107178,International,training
107179,International,training
107180,International,training
107181,International,training
107182,International,training
107183,International,training
107184,International,training
107185,International,training
107186,International,training
107187,International,training
107188,International,training
107189,International,training
107248,International,training
107249,International,training
107250,International,training
107251,International,training
107256,International,training
107257,International,training
107388,Rock,training
107389,Rock,training
107390,Rock,training
107391,Rock,training
107425,Electronic,training
107426,Electronic,training
107427,Electronic,training
107429,Electronic,training
107432,Electronic,training
107433,Electronic,training
107434,Electronic,training
107435,Electronic,training
107476,Rock,training
107506,Rock,training
107531,Instrumental,training
107532,Instrumental,training
107533,Instrumental,training
107534,Instrumental,training
107535,Instrumental,training
107567,Folk,training
107569,Folk,training
107571,Folk,training
107574,Folk,training
107577,Folk,training
107578,Folk,training
107579,Folk,training
107583,Folk,training
107584,Folk,training
107588,Folk,training
107589,Folk,training
107590,Folk,training
107591,Folk,training
107592,Folk,training
107593,Folk,training
107594,Folk,training
107595,Folk,training
107596,Folk,training
107597,Folk,training
107598,Folk,training
107613,Electronic,training
107616,Electronic,training
107617,Electronic,training
107659,Rock,training
107799,Rock,training
107804,Electronic,training
107805,Rock,training
107809,Hip-Hop,training
107810,Pop,training
107850,Hip-Hop,training
107851,Folk,training
107852,Folk,training
107908,Electronic,training
107909,Electronic,validation
107910,Electronic,validation
107911,Electronic,validation
107912,Electronic,validation
107913,Electronic,validation
107949,International,training
107950,International,training
107951,International,training
107952,International,training
107953,International,training
107954,International,training
107955,International,training
107956,International,training
107957,International,training
108012,Folk,training
108014,Folk,training
108015,Folk,training
108016,Folk,training
108017,Instrumental,training
108018,Instrumental,training
108019,Instrumental,training
108020,Instrumental,training
108021,Instrumental,training
108022,Instrumental,training
108023,Instrumental,training
108024,Instrumental,training
108025,Instrumental,training
108026,Instrumental,training
108027,Instrumental,training
108031,Rock,training
108036,Rock,training
108037,Rock,training
108038,Rock,training
108049,Experimental,training
108050,Experimental,training
108059,Experimental,training
108060,Experimental,training
108079,Rock,validation
108155,Rock,training
108230,Electronic,training
108290,Rock,training
108297,Rock,training
108298,Rock,training
108299,Folk,training
108300,Folk,training
108301,Folk,training
108302,Folk,training
108303,Folk,training
108304,Folk,training
108305,Folk,training
108306,Folk,training
108307,Folk,training
108308,Folk,training
108313,Experimental,training
108314,Experimental,training
108318,Experimental,training
108319,Experimental,training
108339,Electronic,validation
108341,Electronic,validation
108342,Electronic,validation
108343,Electronic,training
108415,Electronic,training
108416,Electronic,training
108418,Electronic,training
108420,Electronic,training
108421,Electronic,training
108422,Electronic,training
108423,Electronic,training
108425,Pop,training
108426,Pop,training
108427,Pop,training
108428,Pop,training
108429,Pop,training
108456,Pop,test
108457,Pop,test
108459,Pop,test
108460,Pop,test
108461,Pop,test
108464,Electronic,training
108471,Instrumental,training
108472,Instrumental,training
108473,Instrumental,training
108474,Instrumental,training
108475,Instrumental,training
108476,Instrumental,training
108477,Instrumental,training
108478,Instrumental,training
108487,Hip-Hop,training
108488,Hip-Hop,training
108489,Hip-Hop,training
108490,Hip-Hop,training
108491,Hip-Hop,training
108492,Hip-Hop,training
108493,Hip-Hop,test
108494,Hip-Hop,training
108495,Hip-Hop,test
108496,Hip-Hop,training
108497,Hip-Hop,training
108498,Hip-Hop,training
108499,Hip-Hop,training
108500,Hip-Hop,training
108501,Hip-Hop,training
108502,Rock,training
108503,Rock,training
108504,Rock,training
108505,Rock,training
108524,Electronic,test
108525,Electronic,test
108526,Electronic,test
108527,Electronic,test
108528,Electronic,test
108529,Electronic,test
108530,Electronic,test
108531,Electronic,test
108532,Electronic,test
108533,Electronic,test
108745,Hip-Hop,training
108774,Hip-Hop,training
108799,Hip-Hop,training
108808,Hip-Hop,training
108809,Hip-Hop,training
108812,Hip-Hop,training
108836,Hip-Hop,training
108837,Hip-Hop,training
108838,Hip-Hop,training
108839,Hip-Hop,training
108840,Hip-Hop,training
108841,Hip-Hop,training
108842,Hip-Hop,test
108843,Hip-Hop,test
108845,Hip-Hop,test
108846,Hip-Hop,test
108847,Hip-Hop,test
108863,International,validation
108864,International,validation
108865,International,validation
108866,International,validation
108867,International,validation
108868,International,validation
108878,Instrumental,training
108879,Instrumental,training
108880,Instrumental,training
108881,Instrumental,training
108882,Instrumental,training
108883,Instrumental,training
108884,Instrumental,training
108885,Instrumental,training
108906,Instrumental,training
108925,Rock,training
108957,Rock,training
108961,Rock,training
108962,Rock,training
108967,Rock,training
108968,Rock,training
108969,Rock,training
108970,Rock,training
108992,Rock,validation
109068,Experimental,training
109071,Experimental,training
109072,Experimental,training
109106,Experimental,training
109144,Experimental,validation
109189,Instrumental,training
109191,Instrumental,training
109203,Rock,training
109235,Rock,training
109276,Experimental,training
109349,Rock,training
109350,Rock,training
109355,Rock,training
109356,Rock,training
109357,Rock,training
109445,Folk,training
109446,Folk,training
109447,Folk,training
109448,Folk,training
109449,Folk,training
109450,Folk,training
109468,Rock,training
109480,Folk,training
109481,Rock,training
109497,Rock,training
109535,Electronic,training
109537,Electronic,training
109538,Electronic,training
109542,Electronic,training
109543,Electronic,training
109548,Experimental,training
109670,Hip-Hop,training
109681,Hip-Hop,training
109684,Hip-Hop,training
109685,Hip-Hop,training
109686,Hip-Hop,training
109687,Hip-Hop,training
109711,Experimental,training
109712,Experimental,training
109896,Folk,training
109900,Folk,training
109901,Folk,training
109902,Folk,training
109903,Folk,training
109904,Folk,training
109905,Folk,training
109906,Folk,training
109925,Electronic,validation
109957,Pop,validation
109958,Pop,validation
109960,Pop,validation
109962,Pop,validation
109963,Pop,validation
109971,Pop,validation
109972,Pop,validation
109973,Pop,validation
109974,Pop,validation
109975,Pop,validation
109976,Pop,validation
109977,Pop,validation
109978,Pop,validation
110070,Hip-Hop,test
110082,Hip-Hop,test
110084,Hip-Hop,test
110085,Hip-Hop,test
110086,Hip-Hop,test
110102,Electronic,validation
110103,Electronic,validation
110104,Electronic,validation
110105,Electronic,validation
110106,Electronic,validation
110107,Electronic,validation
110108,Electronic,validation
110109,Electronic,training
110110,Electronic,training
110111,Electronic,training
110166,Rock,training
110167,Rock,training
110171,Folk,training
110172,Folk,training
110204,Experimental,test
110205,Experimental,test
110206,Experimental,test
110207,Experimental,test
110208,Experimental,test
110209,Experimental,test
110230,Experimental,training
110259,Hip-Hop,training
110260,Hip-Hop,training
110261,Hip-Hop,training
110262,Hip-Hop,training
110263,Hip-Hop,training
110264,Hip-Hop,training
110265,Hip-Hop,training
110266,Hip-Hop,training
110267,Hip-Hop,training
110274,Experimental,training
110384,Folk,training
110410,Rock,training
110417,Rock,training
110436,Folk,training
110437,Folk,training
110438,Folk,training
110439,Folk,training
110440,Folk,training
110441,Folk,training
110447,International,training
110448,International,training
110449,International,training
110450,International,training
110451,International,training
110452,International,training
110546,Rock,training
110610,Experimental,training
110611,Experimental,training
110623,Experimental,training
110629,Experimental,training
110630,Experimental,training
110634,Rock,training
110636,Rock,training
110637,Rock,training
110647,Instrumental,training
110648,Instrumental,training
110649,Instrumental,training
110650,Instrumental,training
110651,Instrumental,training
110652,Instrumental,training
110653,Instrumental,training
110654,Instrumental,training
110681,Experimental,training
110684,Experimental,training
110687,Electronic,training
110688,Electronic,training
110689,Electronic,training
110690,Electronic,training
110691,Electronic,training
110711,Experimental,training
110735,Hip-Hop,training
110736,Hip-Hop,training
110743,Hip-Hop,test
110744,Hip-Hop,test
110756,Hip-Hop,test
110764,Hip-Hop,test
110765,Hip-Hop,test
110768,Hip-Hop,test
110771,Hip-Hop,test
110772,Hip-Hop,test
110774,Hip-Hop,test
110775,Hip-Hop,test
110776,Hip-Hop,test
110777,Hip-Hop,test
110778,Hip-Hop,test
110779,Hip-Hop,test
110923,Folk,training
110927,Folk,training
110928,Folk,training
110980,Rock,training
110982,Rock,training
110983,Rock,training
110985,Rock,training
111015,Instrumental,training
111146,Instrumental,test
111147,Instrumental,test
111148,Instrumental,test
111149,Instrumental,test
111150,Instrumental,test
111151,Instrumental,test
111153,Instrumental,test
111154,Instrumental,test
111182,Folk,validation
111186,Folk,validation
111187,Folk,validation
111188,Folk,validation
111216,Experimental,test
111220,Instrumental,training
111221,Instrumental,training
111222,Instrumental,training
111223,Instrumental,training
111224,Instrumental,training
111225,Instrumental,training
111226,Instrumental,training
111227,Instrumental,training
111228,Instrumental,training
111229,Instrumental,training
111230,Instrumental,training
111306,Rock,training
111311,Rock,training
111335,Rock,training
111367,Pop,training
111368,Pop,training
111371,Pop,training
111372,Pop,training
111375,Pop,training
111376,Pop,training
111377,Pop,training
111378,Pop,training
111379,Pop,training
111382,Pop,training
111385,Pop,training
111386,Pop,training
111387,Pop,training
111388,Pop,training
111389,Pop,training
111390,Pop,training
111391,Pop,training
111392,Pop,training
111393,Pop,training
111394,Pop,training
111395,Pop,training
111396,Pop,training
111397,Pop,training
111398,Pop,training
111399,Pop,training
111400,Pop,training
111401,Pop,training
111402,Pop,training
111413,Electronic,validation
111416,Electronic,validation
111460,Experimental,training
111579,Experimental,training
111658,Rock,training
111747,Rock,training
111793,Instrumental,training
111819,Electronic,training
111871,Instrumental,validation
111872,Instrumental,validation
111873,Instrumental,training
111911,Rock,training
111933,Electronic,training
111934,Hip-Hop,test
111935,Hip-Hop,test
111936,Hip-Hop,test
111937,Hip-Hop,test
111938,Hip-Hop,test
111974,Rock,training
111982,Rock,validation
111994,Instrumental,test
112000,Instrumental,test
112001,Instrumental,test
112020,Rock,training
112065,Rock,training
112066,Rock,training
112088,Experimental,training
112133,Experimental,training
112196,Experimental,training
112197,Experimental,training
112198,Experimental,training
112199,Experimental,training
112209,Instrumental,training
112210,Instrumental,training
112211,Instrumental,training
112215,Experimental,training
112252,Folk,training
112314,Rock,training
112315,Rock,training
112316,Rock,training
112317,Rock,training
112318,Rock,training
112468,Hip-Hop,test
112481,Hip-Hop,test
112483,Hip-Hop,test
112484,Hip-Hop,test
112485,Hip-Hop,test
112486,Hip-Hop,test
112487,Hip-Hop,test
112488,Hip-Hop,test
112490,Electronic,training
112526,Rock,training
112527,Rock,training
112528,Rock,training
112529,Rock,training
112583,Experimental,training
112584,Experimental,training
112585,Experimental,training
112586,Experimental,training
112587,Experimental,training
112588,Experimental,training
112668,Experimental,training
112733,Rock,training
112734,Rock,training
112735,Rock,training
112767,Electronic,training
112768,Electronic,training
112769,Electronic,training
112770,Electronic,training
112780,Experimental,training
112781,Experimental,training
112785,Experimental,training
112788,Experimental,training
112789,Experimental,training
112790,Experimental,test
112821,Experimental,training
112975,Instrumental,training
112976,Instrumental,training
112977,Instrumental,training
112978,Instrumental,training
113016,Pop,training
113017,Pop,training
113018,Pop,training
113019,Pop,training
113020,Pop,training
113021,Pop,training
113022,Pop,training
113023,Pop,training
113024,Pop,training
113025,Pop,training
113026,Pop,training
113027,Pop,training
113028,Pop,training
113030,Hip-Hop,validation
113031,Hip-Hop,validation
113032,Hip-Hop,validation
113033,Hip-Hop,validation
113034,Hip-Hop,training
113035,Hip-Hop,training
113036,Hip-Hop,training
113037,Hip-Hop,training
113063,Rock,training
113110,Instrumental,training
113164,Rock,training
113165,Rock,training
113166,Rock,training
113167,Folk,training
113203,Experimental,training
113259,International,training
113260,International,training
113261,International,training
113262,International,test
113263,International,training
113264,International,validation
113265,International,training
113266,International,training
113267,International,validation
113268,International,training
113269,International,training
113270,International,training
113271,International,training
113272,International,training
113273,International,test
113274,International,test
113275,International,test
113276,International,training
113277,International,training
113278,International,validation
113279,International,test
113280,International,training
113281,International,training
113282,International,training
113284,International,validation
113294,Rock,training
113303,Rock,training
113304,Rock,training
113305,Rock,training
113311,Rock,training
113334,Electronic,training
113335,Electronic,training
113336,Electronic,training
113342,Folk,training
113343,Folk,training
113344,Folk,training
113357,Folk,training
113359,Folk,training
113360,Folk,training
113453,Electronic,validation
113511,Rock,training
113512,Rock,training
113513,Rock,training
113530,Rock,training
113558,Experimental,training
113564,Experimental,training
113574,Rock,training
113696,International,training
113697,International,training
113698,International,training
113699,International,training
113700,International,training
113701,International,training
113702,Experimental,training
113787,Instrumental,training
113788,Instrumental,training
113789,Instrumental,training
113790,Instrumental,training
113808,Pop,training
113809,Pop,training
113810,Pop,training
113822,Rock,training
113932,Pop,training
113933,Pop,training
113934,Pop,training
113935,Pop,training
113946,Folk,training
113949,Folk,training
113950,Folk,training
113969,Instrumental,training
113970,Electronic,training
113971,Electronic,training
113972,Electronic,training
113973,Electronic,training
114006,Instrumental,validation
114007,Instrumental,validation
114036,Hip-Hop,training
114037,Hip-Hop,training
114040,Hip-Hop,training
114041,Hip-Hop,training
114042,Hip-Hop,training
114044,Hip-Hop,training
114045,Hip-Hop,training
114047,Hip-Hop,training
114048,Hip-Hop,training
114049,Hip-Hop,training
114050,Hip-Hop,training
114051,Hip-Hop,training
114061,Electronic,training
114062,Electronic,training
114063,Electronic,validation
114064,Electronic,training
114065,Electronic,training
114066,Electronic,training
114067,Electronic,training
114069,Instrumental,training
114070,Instrumental,training
114072,Instrumental,training
114073,Instrumental,training
114074,Instrumental,training
114076,Instrumental,training
114077,Instrumental,training
114198,Rock,training
114199,Rock,training
114200,Rock,training
114201,Rock,training
114212,Instrumental,test
114222,Instrumental,test
114223,Instrumental,test
114231,Instrumental,training
114232,Instrumental,training
114233,Instrumental,training
114234,Instrumental,training
114235,Instrumental,training
114236,Instrumental,training
114237,Instrumental,training
114238,Instrumental,training
114239,Instrumental,training
114242,Electronic,training
114245,Electronic,training
114265,Hip-Hop,training
114266,Hip-Hop,training
114268,Hip-Hop,training
114272,Hip-Hop,training
114274,Hip-Hop,training
114275,Hip-Hop,training
114279,Electronic,validation
114282,Electronic,validation
114283,Electronic,validation
114289,Electronic,training
114290,Electronic,training
114291,Electronic,training
114292,Electronic,training
114293,Electronic,training
114294,Electronic,training
114295,Electronic,training
114296,Electronic,training
114297,Electronic,training
114298,Electronic,training
114371,Instrumental,training
114372,Instrumental,training
114373,Instrumental,training
114374,Instrumental,training
114375,Instrumental,training
114384,Electronic,training
114385,Electronic,training
114386,Electronic,training
114387,Electronic,training
114388,Electronic,training
114389,Electronic,training
114390,Electronic,training
114391,Electronic,training
114392,Electronic,training
114393,Electronic,training
114395,Rock,training
114396,Rock,training
114397,Rock,training
114398,Rock,training
114399,Rock,training
114400,Rock,training
114401,Rock,training
114402,Rock,training
114403,Rock,training
114404,Rock,training
114405,Rock,training
114406,Rock,training
114408,Rock,training
114409,Rock,training
114410,Rock,training
114411,Rock,training
114412,Rock,training
114413,Rock,training
114414,Rock,training
114415,Rock,training
114416,Rock,training
114430,Rock,training
114532,Instrumental,training
114533,Instrumental,training
114534,Instrumental,training
114535,Instrumental,training
114536,Instrumental,training
114538,Instrumental,training
114539,Instrumental,training
114541,Instrumental,training
114544,Electronic,training
114545,Electronic,training
114556,Electronic,training
114558,Electronic,training
114559,Electronic,training
114879,International,training
114880,International,training
114884,International,training
114936,International,training
114937,International,training
114938,International,training
114939,International,training
114940,International,training
114941,International,training
114942,International,training
114943,International,training
114974,Experimental,test
114976,Experimental,test
115002,Instrumental,test
115011,Instrumental,test
115125,Experimental,training
115176,Instrumental,test
115262,International,training
115263,International,training
115267,International,training
115268,International,training
115269,International,training
115271,International,training
115272,International,training
115273,International,training
115288,Instrumental,test
115289,Instrumental,test
115290,Instrumental,test
115292,Instrumental,test
115293,Instrumental,test
115294,Instrumental,test
115321,Electronic,training
115339,Electronic,training
115391,Electronic,training
115392,Electronic,training
115470,Instrumental,training
115471,Instrumental,training
115472,Instrumental,training
115473,Instrumental,training
115474,Instrumental,training
115475,Instrumental,training
115591,Experimental,training
115592,Experimental,training
